alive,alive_since,anonymity,average_timeout,first_seen,ip_data,ip_data_last_update,last_seen,port,protocol,proxy,ssl,timeout,times_alive,times_dead,uptime,ip
True,1742798572.2229996,elite,3215.4187617494013,1742413834.2248502,"{'as': 'AS6939 Hurricane Electric LLC', 'asname': 'HURRICANE', 'city': 'Cheyenne', 'continent': 'North America', 'continentCode': 'NA', 'country': 'United States', 'countryCode': 'US', 'district': '', 'hosting': True, 'isp': 'Hurricane Electric LLC', 'lat': 41.1332, 'lon': -104.819, 'mobile': False, 'org': 'Dynamic Internet Technology Inc', 'proxy': True, 'regionName': 'Wyoming', 'status': 'success', 'timezone': 'America/Denver', 'zip': '82001'}",1742413837,1742798572.2229996,3128,http,http://65.49.2.199:3128,False,8077.129125595093,1142,1973,36.66131621187801,65.49.2.199
True,1742798571.829994,elite,616.9623775043707,1742746825.7104912,"{'as': 'AS132203 Tencent Building, Kejizhongyi Avenue', 'asname': 'TENCENT-NET-AP-CN', 'city': 'Santa Clara', 'continent': 'North America', 'continentCode': 'NA', 'country': 'United States', 'countryCode': 'US', 'district': '', 'hosting': True, 'isp': 'Shenzhen Tencent Computer Systems Company Limited', 'lat': 37.3541, 'lon': -121.9552, 'mobile': False, 'org': 'Tencent Cloud Computing', 'proxy': False, 'regionName': 'California', 'status': 'success', 'timezone': 'America/Los_Angeles', 'zip': ''}",1742746826,1742798571.829994,13001,http,http://43.153.66.85:13001,False,313.1873607635498,435,187,69.93569131832797,43.153.66.85
True,1742798412.26876,elite,803.4468538620893,1742790749.8128314,"{'as': 'AS397423 Tier.Net Technologies LLC', 'asname': 'TIER-NET', 'city': 'Ashburn', 'continent': 'North America', 'continentCode': 'NA', 'country': 'United States', 'countryCode': 'US', 'district': '', 'hosting': False, 'isp': 'Tier.Net Technologies LLC', 'lat': 39.0469, 'lon': -77.4903, 'mobile': False, 'org': '', 'proxy': True, 'regionName': 'Virginia', 'status': 'success', 'timezone': 'America/New_York', 'zip': '20149'}",1742790760,1742798570.228014,24347,http,http://77.93.143.169:24347,False,198.1794834136963,17,82,17.17171717171717,77.93.143.169
True,1742798481.1012294,elite,3716.619630931149,1742421551.2592273,"{'as': 'AS6939 Hurricane Electric LLC', 'asname': 'HURRICANE', 'city': 'Fremont', 'continent': 'North America', 'continentCode': 'NA', 'country': 'United States', 'countryCode': 'US', 'district': '', 'hosting': True, 'isp': 'Hurricane Electric LLC', 'lat': 37.5625, 'lon': -122.0004, 'mobile': False, 'org': 'Sophidea, Inc', 'proxy': False, 'regionName': 'California', 'status': 'success', 'timezone': 'America/Los_Angeles', 'zip': '94536'}",1742421556,1742798570.7290864,3128,http,http://72.52.87.99:3128,False,8130.829334259033,1006,2029,33.146622734761124,72.52.87.99
True,1742798573.907619,transparent,5559.763500670425,1742421032.7510517,"{'as': 'AS52468 UFINET PANAMA S.A.', 'asname': 'UFINET PANAMA S.A.', 'city': 'Bogotá', 'continent': 'South America', 'continentCode': 'SA', 'country': 'Colombia', 'countryCode': 'CO', 'district': '', 'hosting': False, 'isp': 'IFX Networks Argentina S.R.L', 'lat': 4.71099, 'lon': -74.0721, 'mobile': False, 'org': 'UFINET COLOMBIA, S. A', 'proxy': False, 'regionName': 'Bogota D.C.', 'status': 'success', 'timezone': 'America/Bogota', 'zip': '111121'}",1742421033,1742798573.907619,999,http,http://181.78.75.213:999,False,3462.7723693847656,476,4088,10.429447852760736,181.78.75.213
True,1742798569.8328621,elite,3564.8113875775725,1737888650.477413,"{'as': 'AS36666 GloboTech Communications', 'asname': 'GTCOMM', 'city': 'Montreal', 'continent': 'North America', 'continentCode': 'NA', 'country': 'Canada', 'countryCode': 'CA', 'district': 'Ville-Marie', 'hosting': True, 'isp': 'GloboTech Communications', 'lat': 45.5049, 'lon': -73.573, 'mobile': False, 'org': '', 'proxy': True, 'regionName': 'Quebec', 'status': 'success', 'timezone': 'America/Toronto', 'zip': 'H4X'}",1742601533,1742798569.8328621,6983,http,http://67.43.227.230:6983,False,1431.7166805267334,74,19895,0.3705743903049727,67.43.227.230
True,1742798009.8404636,elite,830.8394559018024,1742762063.342492,"{'as': 'AS132203 Tencent Building, Kejizhongyi Avenue', 'asname': 'TENCENT-NET-AP-CN', 'city': 'Santa Clara', 'continent': 'North America', 'continentCode': 'NA', 'country': 'United States', 'countryCode': 'US', 'district': '', 'hosting': True, 'isp': 'Shenzhen Tencent Computer Systems Company Limited', 'lat': 37.3541, 'lon': -121.9552, 'mobile': False, 'org': 'Tencent Cloud Computing', 'proxy': False, 'regionName': 'California', 'status': 'success', 'timezone': 'America/Los_Angeles', 'zip': ''}",1742762065,1742798566.2198226,13001,http,http://43.153.8.210:13001,False,778.6171436309814,308,132,70,43.153.8.210
True,1742796279.4280512,anonymous,2019.6339028701937,1742704654.960009,"{'as': 'AS396982 Google LLC', 'asname': 'GOOGLE-CLOUD-PLATFORM', 'city': 'Council Bluffs', 'continent': 'North America', 'continentCode': 'NA', 'country': 'United States', 'countryCode': 'US', 'district': '', 'hosting': True, 'isp': 'Google LLC', 'lat': 41.2619, 'lon': -95.8608, 'mobile': False, 'org': 'Google Cloud (us-central1)', 'proxy': False, 'regionName': 'Iowa', 'status': 'success', 'timezone': 'America/Chicago', 'zip': ''}",1742704655,1742798563.2785172,3128,http,http://34.58.105.225:3128,False,306.3180446624756,994,147,87.11656441717791,34.58.105.225
True,1742798294.9265196,elite,774.4852288773185,1742744192.6991563,"{'as': 'AS132203 Tencent Building, Kejizhongyi Avenue', 'asname': 'TENCENT-NET-AP-CN', 'city': 'Tokyo', 'continent': 'Asia', 'continentCode': 'AS', 'country': 'Japan', 'countryCode': 'JP', 'district': '', 'hosting': True, 'isp': 'Shenzhen Tencent Computer Systems Company Limited', 'lat': 35.6893, 'lon': 139.6899, 'mobile': False, 'org': 'Tencent Cloud Computing (Beijing) Co., Ltd', 'proxy': False, 'regionName': 'Tokyo', 'status': 'success', 'timezone': 'Asia/Tokyo', 'zip': '151-0053'}",1742744194,1742798563.0447547,13001,http,http://43.167.210.28:13001,False,799.3919849395752,456,198,69.72477064220183,43.167.210.28
True,1742798408.377536,anonymous,3284.173940062953,1742600160.26617,"{'as': 'AS8075 Microsoft Corporation', 'asname': 'MICROSOFT-CORP-MSN-AS-BLOCK', 'city': 'Gävle', 'continent': 'Europe', 'continentCode': 'EU', 'country': 'Sweden', 'countryCode': 'SE', 'district': '', 'hosting': True, 'isp': 'Microsoft Corporation', 'lat': 60.673664, 'lon': 17.1456, 'mobile': False, 'org': 'Microsoft Azure Cloud (swedencentral)', 'proxy': False, 'regionName': 'Gävleborg County', 'status': 'success', 'timezone': 'Europe/Stockholm', 'zip': '800 02'}",1742600161,1742798563.0465553,3128,http,http://9.223.187.19:3128,False,145.44200897216797,1662,751,68.87691670120182,9.223.187.19
True,1742798562.486912,elite,2656.3636362552643,1742320185.8006213,"{'as': 'AS36666 GloboTech Communications', 'asname': 'GTCOMM', 'city': 'Montreal', 'continent': 'North America', 'continentCode': 'NA', 'country': 'Canada', 'countryCode': 'CA', 'district': 'Ville-Marie', 'hosting': True, 'isp': 'GloboTech Communications', 'lat': 45.5049, 'lon': -73.573, 'mobile': False, 'org': '', 'proxy': True, 'regionName': 'Quebec', 'status': 'success', 'timezone': 'America/Toronto', 'zip': 'H4X'}",1742387471,1742798562.486912,11175,http,http://67.43.236.20:11175,False,1208.7762355804443,16,2145,0.7403979639055993,67.43.236.20
True,1742798501.7502925,elite,805.352563612929,1742752288.5152292,"{'as': 'AS132203 Tencent Building, Kejizhongyi Avenue', 'asname': 'TENCENT-NET-AP-CN', 'city': 'Santa Clara', 'continent': 'North America', 'continentCode': 'NA', 'country': 'United States', 'countryCode': 'US', 'district': '', 'hosting': True, 'isp': 'Shenzhen Tencent Computer Systems Company Limited', 'lat': 37.3541, 'lon': -121.9552, 'mobile': False, 'org': 'Tencent Cloud Computing', 'proxy': False, 'regionName': 'California', 'status': 'success', 'timezone': 'America/Los_Angeles', 'zip': ''}",1742752295,1742798557.714904,13001,http,http://43.153.102.6:13001,False,453.6476135253906,428,128,76.97841726618705,43.153.102.6
True,1742797143.3116186,elite,770.8135852813721,1742742284.202951,"{'as': 'AS132203 Tencent Building, Kejizhongyi Avenue', 'asname': 'TENCENT-NET-AP-CN', 'city': 'Tokyo', 'continent': 'Asia', 'continentCode': 'AS', 'country': 'Japan', 'countryCode': 'JP', 'district': '', 'hosting': True, 'isp': 'Shenzhen Tencent Computer Systems Company Limited', 'lat': 35.6893, 'lon': 139.6899, 'mobile': False, 'org': 'Tencent Cloud Computing (Beijing) Co., Ltd', 'proxy': False, 'regionName': 'Tokyo', 'status': 'success', 'timezone': 'Asia/Tokyo', 'zip': '151-0053'}",1742742286,1742798557.3332074,13001,http,http://43.167.185.50:13001,False,771.5189456939697,500,176,73.96449704142012,43.167.185.50
True,1742797716.5097973,elite,794.477823776649,1742740754.822437,"{'as': 'AS132203 Tencent Building, Kejizhongyi Avenue', 'asname': 'TENCENT-NET-AP-CN', 'city': 'Santa Clara', 'continent': 'North America', 'continentCode': 'NA', 'country': 'United States', 'countryCode': 'US', 'district': '', 'hosting': True, 'isp': 'Shenzhen Tencent Computer Systems Company Limited', 'lat': 37.3541, 'lon': -121.9552, 'mobile': False, 'org': 'Tencent Cloud Computing', 'proxy': False, 'regionName': 'California', 'status': 'success', 'timezone': 'America/Los_Angeles', 'zip': ''}",1742740756,1742798551.2905922,13001,http,http://43.153.43.169:13001,False,749.5133876800537,529,167,76.00574712643679,43.153.43.169
True,1742798355.730074,elite,686.8976137854836,1742747923.2021065,"{'as': 'AS132203 Tencent Building, Kejizhongyi Avenue', 'asname': 'TENCENT-NET-AP-CN', 'city': 'Santa Clara', 'continent': 'North America', 'continentCode': 'NA', 'country': 'United States', 'countryCode': 'US', 'district': '', 'hosting': True, 'isp': 'Shenzhen Tencent Computer Systems Company Limited', 'lat': 37.3541, 'lon': -121.9552, 'mobile': False, 'org': 'Tencent Cloud Computing', 'proxy': False, 'regionName': 'California', 'status': 'success', 'timezone': 'America/Los_Angeles', 'zip': ''}",1742747924,1742798549.7481205,13001,http,http://43.153.73.252:13001,False,301.64527893066406,440,169,72.2495894909688,43.153.73.252
True,1742798352.2229602,elite,757.0311295088901,1742747097.6904092,"{'as': 'AS132203 Tencent Building, Kejizhongyi Avenue', 'asname': 'TENCENT-NET-AP-CN', 'city': 'Santa Clara', 'continent': 'North America', 'continentCode': 'NA', 'country': 'United States', 'countryCode': 'US', 'district': '', 'hosting': True, 'isp': 'Shenzhen Tencent Computer Systems Company Limited', 'lat': 37.3541, 'lon': -121.9552, 'mobile': False, 'org': 'Tencent Cloud Computing', 'proxy': False, 'regionName': 'California', 'status': 'success', 'timezone': 'America/Los_Angeles', 'zip': ''}",1742747098,1742798553.387782,13001,http,http://43.153.88.129:13001,False,2222.6223945617676,465,154,75.12116316639742,43.153.88.129
True,1742797988.5172544,elite,805.8662542171431,1742749103.6346416,"{'as': 'AS132203 Tencent Building, Kejizhongyi Avenue', 'asname': 'TENCENT-NET-AP-CN', 'city': 'Tokyo', 'continent': 'Asia', 'continentCode': 'AS', 'country': 'Japan', 'countryCode': 'JP', 'district': '', 'hosting': True, 'isp': 'Shenzhen Tencent Computer Systems Company Limited', 'lat': 35.6893, 'lon': 139.6899, 'mobile': False, 'org': 'Tencent Cloud Computing (Beijing) Co., Ltd', 'proxy': False, 'regionName': 'Tokyo', 'status': 'success', 'timezone': 'Asia/Tokyo', 'zip': '151-0053'}",1742749110,1742798548.2056603,13001,http,http://43.167.217.108:13001,False,777.9631614685059,411,184,69.07563025210084,43.167.217.108
True,1742798544.3162847,elite,680.0033480230004,1742753520.5650399,"{'as': 'AS132203 Tencent Building, Kejizhongyi Avenue', 'asname': 'TENCENT-NET-AP-CN', 'city': 'Santa Clara', 'continent': 'North America', 'continentCode': 'NA', 'country': 'United States', 'countryCode': 'US', 'district': '', 'hosting': True, 'isp': 'Shenzhen Tencent Computer Systems Company Limited', 'lat': 37.3541, 'lon': -121.9552, 'mobile': False, 'org': 'Tencent Cloud Computing', 'proxy': False, 'regionName': 'California', 'status': 'success', 'timezone': 'America/Los_Angeles', 'zip': ''}",1742753521,1742798544.3162847,13001,http,http://43.153.102.29:13001,False,455.37734031677246,396,146,73.06273062730627,43.153.102.29
True,1742797848.7990127,elite,717.6903495891396,1742755698.8137765,"{'as': 'AS132203 Tencent Building, Kejizhongyi Avenue', 'asname': 'TENCENT-NET-AP-CN', 'city': 'Santa Clara', 'continent': 'North America', 'continentCode': 'NA', 'country': 'United States', 'countryCode': 'US', 'district': '', 'hosting': True, 'isp': 'Shenzhen Tencent Computer Systems Company Limited', 'lat': 37.3541, 'lon': -121.9552, 'mobile': False, 'org': 'Tencent Cloud Computing', 'proxy': False, 'regionName': 'California', 'status': 'success', 'timezone': 'America/Los_Angeles', 'zip': ''}",1742755699,1742798543.8158362,13001,http,http://43.153.121.88:13001,False,446.82788848876953,371,146,71.76015473887814,43.153.121.88
True,1742798348.6917527,elite,670.0275780746291,1742756172.551618,"{'as': 'AS132203 Tencent Building, Kejizhongyi Avenue', 'asname': 'TENCENT-NET-AP-CN', 'city': 'Santa Clara', 'continent': 'North America', 'continentCode': 'NA', 'country': 'United States', 'countryCode': 'US', 'district': '', 'hosting': True, 'isp': 'Shenzhen Tencent Computer Systems Company Limited', 'lat': 37.3541, 'lon': -121.9552, 'mobile': False, 'org': 'Tencent Cloud Computing', 'proxy': False, 'regionName': 'California', 'status': 'success', 'timezone': 'America/Los_Angeles', 'zip': ''}",1742756588,1742798537.72717,13001,http,http://43.153.119.217:13001,False,309.54575538635254,362,144,71.54150197628458,43.153.119.217
True,1742798507.865806,elite,806.6157910288597,1742744309.0732644,"{'as': 'AS132203 Tencent Building, Kejizhongyi Avenue', 'asname': 'TENCENT-NET-AP-CN', 'city': 'Santa Clara', 'continent': 'North America', 'continentCode': 'NA', 'country': 'United States', 'countryCode': 'US', 'district': '', 'hosting': True, 'isp': 'Shenzhen Tencent Computer Systems Company Limited', 'lat': 37.3541, 'lon': -121.9552, 'mobile': False, 'org': 'Tencent Cloud Computing', 'proxy': False, 'regionName': 'California', 'status': 'success', 'timezone': 'America/Los_Angeles', 'zip': ''}",1742744310,1742798538.0294943,13001,http,http://43.153.57.46:13001,False,483.19458961486816,490,164,74.92354740061162,43.153.57.46
True,1742798057.8881986,elite,2811.594228246319,1737055309.7870789,"{'as': 'AS36666 GloboTech Communications', 'asname': 'GTCOMM', 'city': 'Montreal', 'continent': 'North America', 'continentCode': 'NA', 'country': 'Canada', 'countryCode': 'CA', 'district': 'Ville-Marie', 'hosting': True, 'isp': 'GloboTech Communications', 'lat': 45.5049, 'lon': -73.573, 'mobile': False, 'org': '', 'proxy': True, 'regionName': 'Quebec', 'status': 'success', 'timezone': 'America/Toronto', 'zip': 'H4X'}",1742577726,1742798551.3875213,22067,http,http://67.43.228.250:22067,False,6942.6589012146,134,26776,0.49795615013006317,67.43.228.250
True,1742797796.3682013,elite,518.3219997470845,1742757553.3801382,"{'as': 'AS132203 Tencent Building, Kejizhongyi Avenue', 'asname': 'TENCENT-NET-AP-CN', 'city': 'Santa Clara', 'continent': 'North America', 'continentCode': 'NA', 'country': 'United States', 'countryCode': 'US', 'district': '', 'hosting': True, 'isp': 'Shenzhen Tencent Computer Systems Company Limited', 'lat': 37.3541, 'lon': -121.9552, 'mobile': False, 'org': 'Tencent Cloud Computing', 'proxy': False, 'regionName': 'California', 'status': 'success', 'timezone': 'America/Los_Angeles', 'zip': ''}",1742757554,1742798536.8484771,13001,http,http://43.153.111.137:13001,False,311.0034465789795,353,141,71.45748987854252,43.153.111.137
True,1742797858.4652798,elite,672.1348593143817,1742756085.4290617,"{'as': 'AS132203 Tencent Building, Kejizhongyi Avenue', 'asname': 'TENCENT-NET-AP-CN', 'city': 'Santa Clara', 'continent': 'North America', 'continentCode': 'NA', 'country': 'United States', 'countryCode': 'US', 'district': '', 'hosting': True, 'isp': 'Shenzhen Tencent Computer Systems Company Limited', 'lat': 37.3541, 'lon': -121.9552, 'mobile': False, 'org': 'Tencent Cloud Computing', 'proxy': False, 'regionName': 'California', 'status': 'success', 'timezone': 'America/Los_Angeles', 'zip': ''}",1742756086,1742798530.1663163,13001,http,http://43.153.109.22:13001,False,299.8545169830322,366,144,71.76470588235294,43.153.109.22
True,1742797095.3885133,elite,1116.5442001727833,1742604780.2273839,"{'as': 'AS41176 SaharaNet', 'asname': 'SaharaNet-AS', 'city': 'Jubail', 'continent': 'Asia', 'continentCode': 'AS', 'country': 'Saudi Arabia', 'countryCode': 'SA', 'district': '', 'hosting': False, 'isp': 'Sahara Net IP Class', 'lat': 27.0199, 'lon': 49.6209, 'mobile': False, 'org': '', 'proxy': False, 'regionName': 'Eastern Province', 'status': 'success', 'timezone': 'Asia/Riyadh', 'zip': ''}",1742604784,1742798539.6882682,443,http,http://188.117.108.67:443,False,1440.6402111053467,2338,19,99.19389053882054,188.117.108.67
True,1742798363.208758,transparent,861.5523141689515,1742424407.4005895,"{'as': 'AS14117 Telefonica del Sur S.A.', 'asname': 'Telefonica del Sur S.A.', 'city': 'Ancud', 'continent': 'South America', 'continentCode': 'SA', 'country': 'Chile', 'countryCode': 'CL', 'district': '', 'hosting': False, 'isp': 'Telefonica del Sur S.A.', 'lat': -41.8664, 'lon': -73.8155, 'mobile': False, 'org': 'Telefonica del Sur S.A', 'proxy': False, 'regionName': 'Los Lagos Region', 'status': 'success', 'timezone': 'America/Santiago', 'zip': ''}",1742424409,1742798528.7522254,999,http,http://201.186.41.103:999,False,790.4703617095947,4451,73,98.38638373121131,201.186.41.103
True,1742797961.8621776,elite,780.9652897619432,1742742220.1276658,"{'as': 'AS132203 Tencent Building, Kejizhongyi Avenue', 'asname': 'TENCENT-NET-AP-CN', 'city': 'Tokyo', 'continent': 'Asia', 'continentCode': 'AS', 'country': 'Japan', 'countryCode': 'JP', 'district': '', 'hosting': True, 'isp': 'Shenzhen Tencent Computer Systems Company Limited', 'lat': 35.6893, 'lon': 139.6899, 'mobile': False, 'org': 'Tencent Cloud Computing (Beijing) Co., Ltd', 'proxy': False, 'regionName': 'Tokyo', 'status': 'success', 'timezone': 'Asia/Tokyo', 'zip': '151-0053'}",1742742221,1742798528.2774851,13001,http,http://43.167.188.78:13001,False,724.2329120635986,496,182,73.15634218289085,43.167.188.78
True,1742797993.2320087,elite,777.1262185914176,1742750209.174963,"{'as': 'AS132203 Tencent Building, Kejizhongyi Avenue', 'asname': 'TENCENT-NET-AP-CN', 'city': 'Tokyo', 'continent': 'Asia', 'continentCode': 'AS', 'country': 'Japan', 'countryCode': 'JP', 'district': '', 'hosting': True, 'isp': 'Shenzhen Tencent Computer Systems Company Limited', 'lat': 35.6893, 'lon': 139.6899, 'mobile': False, 'org': 'Tencent Cloud Computing (Beijing) Co., Ltd', 'proxy': False, 'regionName': 'Tokyo', 'status': 'success', 'timezone': 'Asia/Tokyo', 'zip': '151-0053'}",1742750211,1742798528.2493207,13001,http,http://43.167.217.232:13001,False,712.9378318786621,420,161,72.28915662650603,43.167.217.232
True,1742798515.8221107,elite,3427.4230568749563,1742421572.200668,"{'as': 'AS6939 Hurricane Electric LLC', 'asname': 'HURRICANE', 'city': 'Fremont', 'continent': 'North America', 'continentCode': 'NA', 'country': 'United States', 'countryCode': 'US', 'district': '', 'hosting': True, 'isp': 'Hurricane Electric LLC', 'lat': 37.5625, 'lon': -122.0004, 'mobile': False, 'org': 'Dynamic Internet Technology Inc', 'proxy': True, 'regionName': 'California', 'status': 'success', 'timezone': 'America/Los_Angeles', 'zip': '94536'}",1742421576,1742798515.8221107,3128,http,http://74.82.60.199:3128,False,8919.222593307495,1050,1960,34.883720930232556,74.82.60.199
True,1742798178.5413513,elite,776.655647732796,1742747635.2532647,"{'as': 'AS132203 Tencent Building, Kejizhongyi Avenue', 'asname': 'TENCENT-NET-AP-CN', 'city': 'Santa Clara', 'continent': 'North America', 'continentCode': 'NA', 'country': 'United States', 'countryCode': 'US', 'district': '', 'hosting': True, 'isp': 'Shenzhen Tencent Computer Systems Company Limited', 'lat': 37.3541, 'lon': -121.9552, 'mobile': False, 'org': 'Tencent Cloud Computing', 'proxy': False, 'regionName': 'California', 'status': 'success', 'timezone': 'America/Los_Angeles', 'zip': ''}",1742747636,1742798511.731528,13001,http,http://43.153.88.188:13001,False,747.3373413085938,436,176,71.24183006535948,43.153.88.188
True,1742798489.2862184,elite,3658.4194803237915,1742414861.2567747,"{'as': 'AS6939 Hurricane Electric LLC', 'asname': 'HURRICANE', 'city': 'Fremont', 'continent': 'North America', 'continentCode': 'NA', 'country': 'United States', 'countryCode': 'US', 'district': 'East Industrial', 'hosting': True, 'isp': 'Hurricane Electric LLC', 'lat': 37.49, 'lon': -121.931, 'mobile': False, 'org': 'Hurricane Electric', 'proxy': True, 'regionName': 'California', 'status': 'success', 'timezone': 'America/Los_Angeles', 'zip': '94539'}",1742414862,1742798508.8198488,3128,http,http://65.49.14.168:3128,False,8220.258474349976,1100,1997,35.51824346141427,65.49.14.168
True,1742797611.3107717,elite,785.7107393402268,1742740186.5452166,"{'as': 'AS132203 Tencent Building, Kejizhongyi Avenue', 'asname': 'TENCENT-NET-AP-CN', 'city': 'Tokyo', 'continent': 'Asia', 'continentCode': 'AS', 'country': 'Japan', 'countryCode': 'JP', 'district': '', 'hosting': True, 'isp': 'Shenzhen Tencent Computer Systems Company Limited', 'lat': 35.6893, 'lon': 139.6899, 'mobile': False, 'org': 'Tencent Cloud Computing (Beijing) Co., Ltd', 'proxy': False, 'regionName': 'Tokyo', 'status': 'success', 'timezone': 'Asia/Tokyo', 'zip': '151-0053'}",1742740727,1742798507.8055747,13001,http,http://43.167.190.82:13001,False,804.1572570800781,541,156,77.6183644189383,43.167.190.82
True,1742798504.985676,elite,2287.999957055107,1696966410.8086896,"{'as': 'AS48957 Joint Ukrainian American Enterprise ""Telecommunications Resource Center"" ltd', 'asname': 'NETWORK-LVIV-AS', 'city': 'Drohobych', 'continent': 'Europe', 'continentCode': 'EU', 'country': 'Ukraine', 'countryCode': 'UA', 'district': '', 'hosting': False, 'isp': 'Joint Ukrainian American Enterprise ""Telecommunications Resource Center"" ltd', 'lat': 49.3587, 'lon': 23.5185, 'mobile': False, 'org': 'Integra-Media Ltd', 'proxy': True, 'regionName': 'Lviv', 'status': 'success', 'timezone': 'Europe/Kyiv', 'zip': '82100'}",1742775458,1742798504.985676,1080,socks4,socks4://91.200.115.49:1080,True,124.14121627807617,29375,370715,7.342098027943712,91.200.115.49
True,1742798516.6850278,transparent,5931.289390338365,1742321192.9819984,"{'as': 'AS136873 MEGADATA-ISP', 'asname': 'MEGADATA-AS-ID', 'city': 'Wonosobo', 'continent': 'Asia', 'continentCode': 'AS', 'country': 'Indonesia', 'countryCode': 'ID', 'district': '', 'hosting': False, 'isp': 'MEGADATA-ISP', 'lat': -7.3587, 'lon': 109.9027, 'mobile': False, 'org': 'CV Sampurno', 'proxy': False, 'regionName': 'Central Java', 'status': 'success', 'timezone': 'Asia/Jakarta', 'zip': '56364'}",1742323815,1742798516.6850278,8080,http,http://103.165.157.237:8080,False,2254.3039321899414,465,5319,8.03941908713693,103.165.157.237
True,1742798513.5727963,transparent,5194.0441351268355,1738066245.5114803,"{'as': 'AS34984 Superonline Iletisim Hizmetleri A.S.', 'asname': 'TELLCOM-AS', 'city': 'Şişli', 'continent': 'Asia', 'continentCode': 'AS', 'country': 'Turkey', 'countryCode': 'TR', 'district': '', 'hosting': False, 'isp': 'Superonline Iletisim Hizmetleri A.S.', 'lat': 41.0694, 'lon': 29.0044, 'mobile': False, 'org': 'Superonline Iletisim Hizmetleri', 'proxy': True, 'regionName': 'Istanbul', 'status': 'success', 'timezone': 'Europe/Istanbul', 'zip': '34381'}",1742341584,1742798513.5727963,8080,http,http://176.88.175.242:8080,False,4727.942943572998,4287,51611,7.669326272854127,176.88.175.242
True,1742798146.0100446,elite,754.4870463680459,1742750157.0842576,"{'as': 'AS132203 Tencent Building, Kejizhongyi Avenue', 'asname': 'TENCENT-NET-AP-CN', 'city': 'Santa Clara', 'continent': 'North America', 'continentCode': 'NA', 'country': 'United States', 'countryCode': 'US', 'district': '', 'hosting': True, 'isp': 'Shenzhen Tencent Computer Systems Company Limited', 'lat': 37.3541, 'lon': -121.9552, 'mobile': False, 'org': 'Tencent Cloud Computing', 'proxy': False, 'regionName': 'California', 'status': 'success', 'timezone': 'America/Los_Angeles', 'zip': ''}",1742750158,1742798495.401323,13001,http,http://43.153.119.49:13001,False,300.8904457092285,438,144,75.25773195876289,43.153.119.49
True,1742798225.8374338,elite,762.5472897966507,1742751670.748902,"{'as': 'AS132203 Tencent Building, Kejizhongyi Avenue', 'asname': 'TENCENT-NET-AP-CN', 'city': 'Tokyo', 'continent': 'Asia', 'continentCode': 'AS', 'country': 'Japan', 'countryCode': 'JP', 'district': '', 'hosting': True, 'isp': 'Shenzhen Tencent Computer Systems Company Limited', 'lat': 35.6893, 'lon': 139.6899, 'mobile': False, 'org': 'Tencent Cloud Computing (Beijing) Co., Ltd', 'proxy': False, 'regionName': 'Tokyo', 'status': 'success', 'timezone': 'Asia/Tokyo', 'zip': '151-0053'}",1742751672,1742798498.5309207,13001,http,http://43.167.252.232:13001,False,718.8010215759277,406,158,71.98581560283688,43.167.252.232
True,1742798503.646821,transparent,4548.757139775606,1742010514.8661273,"{'as': 'AS269809 ESTRELLA JORGE ALBERTO (GLOBALWIFI)', 'asname': 'ESTRELLA JORGE ALBERTO GLOBALWIFI', 'city': 'Centenario', 'continent': 'South America', 'continentCode': 'SA', 'country': 'Argentina', 'countryCode': 'AR', 'district': '', 'hosting': False, 'isp': 'Estrella Jorge Alberto', 'lat': -38.8013, 'lon': -68.1345, 'mobile': True, 'org': 'Estrella Jorge Alberto', 'proxy': False, 'regionName': 'Neuquen', 'status': 'success', 'timezone': 'America/Argentina/Salta', 'zip': '8309'}",1742615398,1742798503.646821,8080,http,http://45.191.7.249:8080,False,8073.722124099731,5050,4707,51.75771241160193,45.191.7.249
True,1742798396.6548884,transparent,3081.5070508478293,1741559501.1513238,"{'as': 'AS14061 DigitalOcean, LLC', 'asname': 'DIGITALOCEAN-ASN', 'city': 'Bengaluru', 'continent': 'Asia', 'continentCode': 'AS', 'country': 'India', 'countryCode': 'IN', 'district': '', 'hosting': True, 'isp': 'DigitalOcean, LLC', 'lat': 12.9753, 'lon': 77.591, 'mobile': False, 'org': 'DigitalOcean, LLC', 'proxy': True, 'regionName': 'Karnataka', 'status': 'success', 'timezone': 'Asia/Kolkata', 'zip': '560100'}",1742769185,1742798489.788477,3128,http,http://142.93.211.107:3128,False,401.1104106903076,7241,6272,53.585436246577366,142.93.211.107
True,1742798456.3777115,elite,3499.7649331630487,1742416808.7599628,"{'as': 'AS6939 Hurricane Electric LLC', 'asname': 'HURRICANE', 'city': 'Fremont', 'continent': 'North America', 'continentCode': 'NA', 'country': 'United States', 'countryCode': 'US', 'district': 'East Industrial', 'hosting': True, 'isp': 'Hurricane Electric LLC', 'lat': 37.49, 'lon': -121.931, 'mobile': False, 'org': 'Hurricane Electric', 'proxy': True, 'regionName': 'California', 'status': 'success', 'timezone': 'America/Los_Angeles', 'zip': '94539'}",1742416811,1742798484.3287044,3128,http,http://65.49.14.150:3128,False,8857.7139377594,1083,1992,35.21951219512195,65.49.14.150
